mouse_gene_name	mouse_gene_id	human_gene_name	human_gene_id	ID	log2fc	pvalue	adj_pvalue
Myef2	ENSMUSG00000027201	MYEF2	ENSG00000104177	17876	0.717431551	0.000236652	0.004568359
Ggnbp2	ENSMUSG00000020530	GGNBP2	ENSG00000278311	217039	0.778385729	0.000106221	0.00288204
Cspg4	ENSMUSG00000032911	CSPG4	ENSG00000173546	121021	-0.519298198	0.004870298	0.028340858
BC017158	ENSMUSG00000030780	RUSF1	ENSG00000140688	233913	-0.604157214	0.001790194	0.0149648
Tbx4	ENSMUSG00000000094	TBX4	ENSG00000121075	21387	-0.648710269	0.002170157	0.016771428
Vps36	ENSMUSG00000031479	VPS36	ENSG00000136100	70160	0.692851578	0.000195011	0.004119749
Lgals3bp	ENSMUSG00000033880	LGALS3BP	ENSG00000108679	19039	-0.68534821	0.000308097	0.005378558
Gm21985	ENSMUSG00000096764	SLC12A6	ENSG00000140199	NA	NA	NA	NA
Fkbp3	ENSMUSG00000020949	FKBP3	ENSG00000100442	30795	0.698242694	0.00707127	0.036159176
Zfp423	ENSMUSG00000045333	ZNF423	ENSG00000102935	94187	-0.685656882	0.000129756	0.00324679
BC003965	ENSMUSG00000067722	C16orf91	ENSG00000174109	214489	0.656530098	0.001220102	0.011839601
Tmod3	ENSMUSG00000058587	TMOD3	ENSG00000138594	50875	0.504375585	0.002274543	0.017285815
Ccnb2	ENSMUSG00000032218	CCNB2	ENSG00000157456	12442	-0.390351759	0.002364379	0.017677893
Bcar1	ENSMUSG00000031955	BCAR1	ENSG00000050820	12927	-0.524816885	0.001522241	0.013530831
Cyld	ENSMUSG00000036712	CYLD	ENSG00000083799	74256	0.829444528	4.94e-05	0.001807148
Ctdspl2	ENSMUSG00000033411	CTDSPL2	ENSG00000137770	329506	0.548550828	0.002247996	0.017184274
Arhgdia	ENSMUSG00000025132	ARHGDIA	ENSG00000141522	192662	-0.461909013	0.006821375	0.035408117
Zfp668	ENSMUSG00000049728	ZNF668	ENSG00000167394	244219	-0.563931066	0.002648128	0.019121481
Spryd7	ENSMUSG00000021930	SPRYD7	ENSG00000123178	66674	0.772584395	0.001047128	0.010693572
Loxl1	ENSMUSG00000032334	LOXL1	ENSG00000129038	16949	-0.601730181	2.24e-05	0.001132764
Vrk1	ENSMUSG00000021115	VRK1	ENSG00000100749	22367	0.593476528	0.000314206	0.005409726
Srebf1	ENSMUSG00000020538	SREBF1	ENSG00000072310	20787	-0.575780376	0.001036751	0.010632452
Rpgrip1l	ENSMUSG00000033282	RPGRIP1L	ENSG00000103494	244585	0.67479055	0.002109321	0.01648606
Cdh15	ENSMUSG00000031962	CDH15	ENSG00000129910	12555	-0.765810899	0.000837905	0.009345691
Strn3	ENSMUSG00000020954	STRN3	ENSG00000196792	94186	0.530008228	0.000495698	0.006814122
Idh3a	ENSMUSG00000032279	IDH3A	ENSG00000166411	67834	0.571107796	0.000444121	0.006444336
Psmd12	ENSMUSG00000020720	PSMD12	ENSG00000197170	66997	0.601388985	0.00044817	0.006485369
Pdk2	ENSMUSG00000038967	PDK2	ENSG00000005882	18604	-1.011786639	7.68e-07	0.000169762
Crebbp	ENSMUSG00000022521	CREBBP	ENSG00000005339	12914	-0.565055243	3.34e-05	0.001459863
Adamts7	ENSMUSG00000032363	ADAMTS7	ENSG00000136378	108153	-0.6505421	0.000324629	0.005496722
Anpep	ENSMUSG00000039062	ANPEP	ENSG00000166825	16790	-0.564623265	0.000104864	0.002869427
Traf4	ENSMUSG00000017386	TRAF4	ENSG00000076604	22032	-0.531791863	0.003085044	0.021006365
Cant1	ENSMUSG00000025575	CANT1	ENSG00000171302	76025	-0.429304862	0.006065163	0.032582891
Slc7a8	ENSMUSG00000022180	SLC7A8	ENSG00000092068	50934	-0.804440552	3.46e-05	0.001502445
Tmem106a	ENSMUSG00000034947	TMEM106A	ENSG00000184988	217203	-0.603389466	0.001336837	0.01257628
Lig4	ENSMUSG00000049717	LIG4	ENSG00000174405	319583	0.520870701	0.009910297	0.045417155
Rock1	ENSMUSG00000024290	ROCK1	ENSG00000067900	19877	0.882230933	0.000158673	0.003653706
Map2k1	ENSMUSG00000004936	MAP2K1	ENSG00000169032	26395	0.453412785	0.001501921	0.013428455
Psmd3	ENSMUSG00000017221	PSMD3	ENSG00000108344	22123	-0.455108265	0.003511731	0.022746409
Cfdp1	ENSMUSG00000031954	CFDP1	ENSG00000153774	23837	0.538354065	0.001679293	0.014357506
Pnn	ENSMUSG00000020994	PNN	ENSG00000100941	18949	0.466475182	0.006894588	0.035614455
Cyba	ENSMUSG00000006519	CYBA	ENSG00000051523	13057	-0.623343438	0.00023608	0.004568359
Gmfb	ENSMUSG00000062014	GMFB	ENSG00000197045	63985	0.910817732	3.74e-06	0.000393765
Actc1	ENSMUSG00000068614	ACTC1	ENSG00000159251	11464	-1.019389019	6.37e-06	0.000548136
Atp6v1d	ENSMUSG00000021114	ATP6V1D	ENSG00000100554	73834	0.914300352	3.52e-05	0.001517018
Gtf2a1	ENSMUSG00000020962	GTF2A1	ENSG00000165417	83602	0.463554068	0.003181891	0.021441106
Mmp2	ENSMUSG00000031740	MMP2	ENSG00000087245	17390	-0.439896694	0.004026241	0.024800587
Brip1	ENSMUSG00000034329	BRIP1	ENSG00000136492	237911	0.537786965	0.00899713	0.042267531
Cdc16	ENSMUSG00000038416	CDC16	ENSG00000130177	69957	0.399689528	0.011040355	0.048666136
Baz1a	ENSMUSG00000035021	BAZ1A	ENSG00000198604	NA	NA	NA	NA
Srsf1	ENSMUSG00000018379	AC015813.2	ENSG00000266086	110809	0.459165604	0.004036775	0.024838298
Srsf1	ENSMUSG00000018379	SRSF1	ENSG00000136450	110809	0.459165604	0.004036775	0.024838298
Fasn	ENSMUSG00000025153	FASN	ENSG00000169710	14104	-0.461285734	0.004024406	0.024800587
Mzt1	ENSMUSG00000033186	MZT1	ENSG00000204899	76789	0.769386197	0.000496233	0.006814122
Man2c1	ENSMUSG00000032295	MAN2C1	ENSG00000140400	73744	-0.53323084	0.002278609	0.017289175
Ube2g1	ENSMUSG00000020794	UBE2G1	ENSG00000132388	67128	0.741686092	0.00097476	0.010248175
Mnat1	ENSMUSG00000021103	MNAT1	ENSG00000020426	17420	0.520334659	0.004092665	0.025077201
Thumpd1	ENSMUSG00000030942	THUMPD1	ENSG00000066654	233802	0.634873194	0.000377274	0.005843342
Ccnk	ENSMUSG00000021258	CCNK	ENSG00000090061	12454	-0.42956239	0.003369117	0.022191182
Vps35	ENSMUSG00000031696	VPS35	ENSG00000069329	65114	0.91587848	1.97e-05	0.001050092
Unk	ENSMUSG00000020770	UNK	ENSG00000132478	217331	-0.436187232	0.008497363	0.04055969
Sptlc2	ENSMUSG00000021036	SPTLC2	ENSG00000100596	20773	0.484154621	0.002801786	0.019791788
Mgat2	ENSMUSG00000043998	MGAT2	ENSG00000168282	217664	0.484572754	0.000233769	0.004561937
Faap100	ENSMUSG00000025384	FAAP100	ENSG00000185504	71885	-0.701682245	0.004272897	0.025902279
Gtf2a2	ENSMUSG00000033543	GTF2A2	ENSG00000140307	235459	0.795572217	0.000377962	0.005845945
Stat5b	ENSMUSG00000020919	STAT5B	ENSG00000173757	20851	-0.394831948	0.011006291	0.048632344
Smchd1	ENSMUSG00000024054	SMCHD1	ENSG00000101596	74355	0.683233441	0.000177788	0.003917607
Haus2	ENSMUSG00000027285	HAUS2	ENSG00000137814	66296	0.632708955	0.007363087	0.037024445
Dlk1	ENSMUSG00000040856	DLK1	ENSG00000185559	13386	-0.737481004	0.000133058	0.003278406
Fbxo31	ENSMUSG00000052934	FBXO31	ENSG00000103264	76454	-0.639890875	0.008518015	0.040606626
Llgl1	ENSMUSG00000020536	LLGL1	ENSG00000131899	16897	-0.747508105	1.53e-05	0.000893922
Ndufb10	ENSMUSG00000040048	NDUFB10	ENSG00000140990	68342	-0.407655256	0.005575844	0.030791567
Adcy4	ENSMUSG00000022220	ADCY4	ENSG00000129467	104110	-0.84226107	0.000183502	0.003973527
Yy1	ENSMUSG00000021264	YY1	ENSG00000100811	22632	0.562387143	0.002114048	0.016493436
Atp10a	ENSMUSG00000025324	ATP10A	ENSG00000206190	11982	-0.474759724	0.009275083	0.043209532
Irf9	ENSMUSG00000002325	IRF9	ENSG00000213928	NA	NA	NA	NA
Cdh24	ENSMUSG00000059674	CDH24	ENSG00000139880	239096	-0.707674462	0.006237589	0.03325313
Ankrd13b	ENSMUSG00000037907	ANKRD13B	ENSG00000198720	268445	-0.679439938	0.00296438	0.02050302
Sugt1	ENSMUSG00000022024	SUGT1	ENSG00000165416	67955	0.736427556	0.000179109	0.003939005
Pml	ENSMUSG00000036986	PML	ENSG00000140464	18854	-0.560230801	0.000236938	0.004568359
Pkd1	ENSMUSG00000032855	PKD1	ENSG00000008710	18763	-0.561719048	0.001052662	0.010729544
Derl2	ENSMUSG00000018442	DERL2	ENSG00000072849	116891	0.49938301	0.002992529	0.020609101
Ntn1	ENSMUSG00000020902	NTN1	ENSG00000065320	18208	-0.460925339	0.007696554	0.038040658
Tmx1	ENSMUSG00000021072	TMX1	ENSG00000139921	72736	0.838994055	0.000441621	0.006426591
Tmem229b	ENSMUSG00000046157	TMEM229B	ENSG00000198133	268567	-0.634176971	0.007238584	0.036648588
Tgfb1i1	ENSMUSG00000030782	TGFB1I1	ENSG00000140682	21804	-0.592798609	4.34e-05	0.00170855
Kif18b	ENSMUSG00000051378	KIF18B	ENSG00000186185	70218	-0.416126476	0.007668611	0.037972103
Orc6	ENSMUSG00000031697	ORC6	ENSG00000091651	56452	0.566186776	0.004575345	0.027138372
Crk	ENSMUSG00000017776	CRK	ENSG00000167193	12928	0.746715506	5.13e-05	0.001845607
Emc7	ENSMUSG00000055943	EMC7	ENSG00000134153	73024	0.763587725	2.53e-05	0.001212991
Actr10	ENSMUSG00000021076	ACTR10	ENSG00000131966	56444	0.555570584	0.000679323	0.008172197
Zfpm1	ENSMUSG00000049577	ZFPM1	ENSG00000179588	22761	-0.776954966	9.27e-05	0.00267785
Cenpv	ENSMUSG00000018509	CENPV	ENSG00000166582	73139	-0.504835236	0.008203158	0.039540909
Hic1	ENSMUSG00000043099	HIC1	ENSG00000177374	15248	-0.659297974	1.04e-05	0.00074596
Gm21974	ENSMUSG00000030804	VKORC1	ENSG00000167397	NA	NA	NA	NA
Sox9	ENSMUSG00000000567	SOX9	ENSG00000125398	20682	-0.81395572	9.48e-07	0.000189758
Myo1d	ENSMUSG00000035441	MYO1D	ENSG00000176658	338367	-0.446012417	0.00834899	0.040089393
Ero1l	ENSMUSG00000021831	ERO1A	ENSG00000197930	50527	0.626220398	0.000185147	0.003978533
Atp5h	ENSMUSG00000034566	ATP5PD	ENSG00000167863	71679	0.769271965	2.79e-06	0.000329365
Rpap1	ENSMUSG00000034032	RPAP1	ENSG00000103932	68925	-0.830846777	1.08e-05	0.000760661
Gm42742	ENSMUSG00000107068	PAGR1	ENSG00000280789	NA	NA	NA	NA
Slc7a5	ENSMUSG00000040010	SLC7A5	ENSG00000103257	20539	-0.554938201	0.000181933	0.003964311
Usp32	ENSMUSG00000000804	USP6	ENSG00000129204	237898	0.491020808	0.004847138	0.028220668
Usp32	ENSMUSG00000000804	USP32	ENSG00000170832	237898	0.491020808	0.004847138	0.028220668
Rsl1d1	ENSMUSG00000005846	RSL1D1	ENSG00000171490	66409	0.902622145	4.81e-06	0.000467342
Slfn9	ENSMUSG00000069793	SLFN13	ENSG00000154760	237886	0.565420794	0.000783244	0.008971852
Orai3	ENSMUSG00000043964	ORAI3	ENSG00000175938	269999	-0.568921074	0.002541452	0.018606473
Kdm6b	ENSMUSG00000018476	KDM6B	ENSG00000132510	216850	-0.718210775	1.15e-05	0.000775181
Apcdd1	ENSMUSG00000071847	APCDD1	ENSG00000154856	494504	-0.45703304	0.001472126	0.013239726
Armc5	ENSMUSG00000042178	ARMC5	ENSG00000140691	233912	-0.540301816	0.007065435	0.036159176
Exoc5	ENSMUSG00000061244	EXOC5	ENSG00000070367	105504	0.76339912	0.000103866	0.002869427
Fkbp10	ENSMUSG00000001555	FKBP10	ENSG00000141756	14230	-0.548137543	0.000966919	0.010191257
Rrn3	ENSMUSG00000022682	RRN3	ENSG00000085721	106298	0.350423976	0.010455774	0.046980053
Hba-a2	ENSMUSG00000069917	HBA2	ENSG00000188536	NM_008218*	-2.240345306	4.06e-22	4.57e-18
Hba-a2	ENSMUSG00000069917	HBA1	ENSG00000206172	NM_008218*	-2.240345306	4.06e-22	4.57e-18
Furin	ENSMUSG00000030530	FURIN	ENSG00000140564	18550	-0.419028282	0.007634035	0.037819466
Snw1	ENSMUSG00000021039	SNW1	ENSG00000100603	66354	0.659106491	4.68e-05	0.00176858
Cog1	ENSMUSG00000018661	COG1	ENSG00000166685	16834	-0.525507038	0.002419528	0.017967719
Ppp2r3c	ENSMUSG00000021022	PPP2R3C	ENSG00000092020	59032	0.969391296	1.4e-05	0.000851024
Snapc5	ENSMUSG00000032398	SNAPC5	ENSG00000174446	330959	-1.180677836	4.76e-07	0.000116424
C1qtnf1	ENSMUSG00000017446	C1QTNF1	ENSG00000173918	56745	-0.514143998	0.009199441	0.042963791
Adamts17	ENSMUSG00000058145	ADAMTS17	ENSG00000140470	233332	-0.729600047	0.003310655	0.022023196
Naf1	ENSMUSG00000014907	NAF1	ENSG00000145414	234344	0.700057728	0.003390186	0.022268645
Lamb2	ENSMUSG00000052911	LAMB2	ENSG00000172037	16779	-0.496924432	0.00240151	0.017907952
Rpa3	ENSMUSG00000012483	RPA3	ENSG00000106399	68240	0.943901932	2.86e-05	0.001337743
Btd	ENSMUSG00000021900	BTD	ENSG00000169814	26363	-0.424336272	0.009009347	0.042286471
Idh1	ENSMUSG00000025950	IDH1	ENSG00000138413	15926	0.417093782	0.00143264	0.013031354
Ccdc106	ENSMUSG00000035228	CCDC106	ENSG00000173581	NA	NA	NA	NA
Mrps22	ENSMUSG00000032459	MRPS22	ENSG00000175110	64655	0.514313474	0.006950163	0.035767292
Tusc2	ENSMUSG00000010054	TUSC2	ENSG00000114383	80385	-0.587367588	0.001644885	0.01418505
Wdr12	ENSMUSG00000026019	WDR12	ENSG00000138442	57750	0.727477211	0.000101266	0.002829406
Gamt	ENSMUSG00000020150	GAMT	ENSG00000130005	14431	-0.889699847	6.51e-05	0.002130516
Prkaa1	ENSMUSG00000050697	PRKAA1	ENSG00000132356	105787	0.562656251	0.004611119	0.027209861
Fnip1	ENSMUSG00000035992	FNIP1	ENSG00000217128	216742	0.591619109	0.003930773	0.024385954
Smarca4	ENSMUSG00000032187	SMARCA4	ENSG00000127616	20586	-0.479719412	0.000968417	0.010191257
Copb2	ENSMUSG00000032458	COPB2	ENSG00000184432	50797	0.586050362	0.000116804	0.003065756
Bola3	ENSMUSG00000045160	BOLA3	ENSG00000163170	78653	0.651974753	0.0029369	0.020435497
Slc35a4	ENSMUSG00000033272	SLC35A4	ENSG00000176087	67843	-0.462327788	0.004497027	0.02682019
Prex1	ENSMUSG00000039621	PREX1	ENSG00000124126	277360	-0.538896056	0.010183513	0.046199176
Rpl31	ENSMUSG00000073702	RPL31	ENSG00000071082	114641	-0.550339188	0.001991644	0.015946331
Nars	ENSMUSG00000024587	NARS1	ENSG00000134440	70223	0.376568188	0.00544345	0.030494152
Pik3r2	ENSMUSG00000031834	AC007192.1	ENSG00000268173	18709	-0.656165021	0.000397927	0.006054939
Pik3r2	ENSMUSG00000031834	PIK3R2	ENSG00000105647	18709	-0.656165021	0.000397927	0.006054939
Appl1	ENSMUSG00000040760	APPL1	ENSG00000157500	72993	0.634005694	0.001142989	0.011319307
Pcna	ENSMUSG00000027342	PCNA	ENSG00000132646	18538	0.495476097	0.00768008	0.037995476
Stk17b	ENSMUSG00000026094	STK17B	ENSG00000081320	98267	0.775562535	0.001533742	0.013587677
Ltbp4	ENSMUSG00000040488	LTBP4	ENSG00000090006	108075	-0.678234639	0.002061115	0.016263599
Zfp36	ENSMUSG00000044786	ZFP36	ENSG00000128016	22695	-0.545342611	9.78e-05	0.002795564
Nck1	ENSMUSG00000032475	NCK1	ENSG00000158092	17973	0.694439117	0.001571377	0.013738631
Hibadh	ENSMUSG00000029776	HIBADH	ENSG00000106049	58875	0.420860785	0.008398915	0.040260443
Spata5	ENSMUSG00000027722	SPATA5	ENSG00000145375	57815	0.71739362	0.000112734	0.002993833
Atad2b	ENSMUSG00000052812	ATAD2B	ENSG00000119778	320817	0.511894241	0.004371701	0.02623953
Pdhb	ENSMUSG00000021748	PDHB	ENSG00000168291	68263	0.422844671	0.005111683	0.029261592
Pole4	ENSMUSG00000030042	POLE4	ENSG00000115350	66979	0.556437158	0.000846357	0.00940768
Hmmr	ENSMUSG00000020330	HMMR	ENSG00000072571	15366	0.490507582	0.002336963	0.017531111
Dnajb11	ENSMUSG00000004460	DNAJB11	ENSG00000090520	67838	0.544333075	0.000307544	0.005378558
Dnajb11	ENSMUSG00000004460	AC068631.2	ENSG00000283149	67838	0.544333075	0.000307544	0.005378558
Alms1	ENSMUSG00000063810	ALMS1	ENSG00000116127	236266	0.532412476	0.004593009	0.027174825
Aftph	ENSMUSG00000049659	AFTPH	ENSG00000119844	216549	0.619914496	0.000141181	0.003426073
Mknk2	ENSMUSG00000020190	MKNK2	ENSG00000099875	17347	-0.580806703	0.003368948	0.022191182
U2af1	ENSMUSG00000061613	U2AF1L5	ENSG00000275895	108121	0.450594797	0.001721127	0.014633027
U2af1	ENSMUSG00000061613	U2AF1	ENSG00000160201	108121	0.450594797	0.001721127	0.014633027
Ndufb5	ENSMUSG00000027673	NDUFB5	ENSG00000136521	66046	0.478673556	0.002362387	0.017674735
Atf6b	ENSMUSG00000015461	ATF6B	ENSG00000213676	12915	-0.490334768	0.008354761	0.040100005
Nop58	ENSMUSG00000026020	NOP58	ENSG00000055044	55989	0.692912429	0.00040755	0.006102407
Cad	ENSMUSG00000013629	CAD	ENSG00000084774	69719	-0.549681359	0.001058272	0.010754645
Canx	ENSMUSG00000020368	CANX	ENSG00000127022	12330	0.449338779	0.000567576	0.007379795
Lrrn4	ENSMUSG00000043110	LRRN4	ENSG00000125872	320974	-0.814524033	0.001090355	0.011011116
Atoh8	ENSMUSG00000037621	ATOH8	ENSG00000168874	71093	-0.653197915	0.000920195	0.009924704
Bdp1	ENSMUSG00000049658	BDP1	ENSG00000145734	544971	0.534089798	0.001074429	0.010869786
Ube2k	ENSMUSG00000029203	UBE2K	ENSG00000078140	53323	0.514799819	0.000182656	0.003964311
Ssr1	ENSMUSG00000021427	SSR1	ENSG00000124783	107513	0.448467905	0.000872377	0.009555418
Hnrnph1	ENSMUSG00000007850	HNRNPH1	ENSG00000169045	59013	0.697666277	9.12e-06	0.000700583
Tmsb10	ENSMUSG00000079523	TMSB10	ENSG00000034510	19240	-0.371885518	0.005579094	0.030794409
Serpinb5	ENSMUSG00000067006	SERPINB5	ENSG00000206075	20724	1.08306958	0.000113808	0.003008166
Tmem143	ENSMUSG00000002781	TMEM143	ENSG00000161558	70209	-0.68149723	0.001405433	0.012907975
Hnrnpd	ENSMUSG00000000568	HNRNPD	ENSG00000138668	11991	0.962173211	3.57e-06	0.000383336
Gen1	ENSMUSG00000051235	GEN1	ENSG00000178295	209334	0.516799187	0.006320627	0.033570878
Ssc5d	ENSMUSG00000035279	SSC5D	ENSG00000179954	269855	-0.717998335	0.001188822	0.011634739
Brd4	ENSMUSG00000024002	BRD4	ENSG00000141867	57261	-0.387499164	0.001539924	0.013631715
Boc	ENSMUSG00000022687	BOC	ENSG00000144857	117606	-0.604474894	0.00020276	0.004183139
Twist1	ENSMUSG00000035799	TWIST1	ENSG00000122691	22160	0.86712993	1.47e-06	0.000227177
Scaf1	ENSMUSG00000038406	SCAF1	ENSG00000126461	233208	-0.7189079	0.000262497	0.004869443
Prr3	ENSMUSG00000038500	PRR3	ENSG00000204576	75210	-0.451315605	0.007408217	0.037140038
Thop1	ENSMUSG00000004929	THOP1	ENSG00000172009	50492	-0.519716399	0.011095766	0.048797139
Il1rl1	ENSMUSG00000026069	IL1RL1	ENSG00000115602	17082	0.588007272	0.00046743	0.006628025
Pdzrn3	ENSMUSG00000035357	PDZRN3	ENSG00000121440	55983	-0.429574616	0.001811189	0.015017665
Ncbp2	ENSMUSG00000022774	NCBP2	ENSG00000114503	68092	0.42849315	0.006545085	0.034357883
Wdr62	ENSMUSG00000037020	WDR62	ENSG00000075702	233064	-0.599427508	0.002429665	0.018010549
Med26	ENSMUSG00000045248	AC008764.1	ENSG00000141979	70625	-0.606591427	0.002319538	0.017465668
Med26	ENSMUSG00000045248	MED26	ENSG00000105085	70625	-0.606591427	0.002319538	0.017465668
BC029722	ENSMUSG00000074649	MMP24OS	ENSG00000126005	613262	-0.533391478	0.003728799	0.023614329
Tex264	ENSMUSG00000040813	TEX264	ENSG00000164081	21767	-0.488544628	0.008271347	0.039801437
Elmod2	ENSMUSG00000035151	ELMOD2	ENSG00000179387	244548	0.607553349	0.010316543	0.046558827
Pgrmc2	ENSMUSG00000049940	PGRMC2	ENSG00000164040	70804	0.500935448	0.002191718	0.016903251
Peli1	ENSMUSG00000020134	PELI1	ENSG00000197329	67245	0.423425621	0.011445329	0.049777678
Phldb2	ENSMUSG00000033149	PHLDB2	ENSG00000144824	208177	0.623197763	0.000383203	0.005910772
Fxyd1	ENSMUSG00000036570	FXYD1	ENSG00000266964	56188	-0.797179485	0.002320483	0.017465668
Cggbp1	ENSMUSG00000054604	CGGBP1	ENSG00000163320	106143	0.43031419	0.008612371	0.040906956
Mrpl1	ENSMUSG00000029486	MRPL1	ENSG00000169288	94061	0.74350723	0.002877395	0.020161463
Vgll2	ENSMUSG00000049641	VGLL2	ENSG00000170162	215031	-0.686596436	0.004289639	0.025940565
Il18rap	ENSMUSG00000026068	IL18RAP	ENSG00000115607	16174	0.72959902	0.006665455	0.034909406
Hmox1	ENSMUSG00000005413	HMOX1	ENSG00000100292	15368	-0.470142456	0.00105557	0.010736869
Dmxl1	ENSMUSG00000037416	DMXL1	ENSG00000172869	240283	0.566872554	0.011285321	0.049293857
Hbs1l	ENSMUSG00000019977	HBS1L	ENSG00000112339	56422	0.458905826	0.003597259	0.023014281
Adgrl1	ENSMUSG00000013033	ADGRL1	ENSG00000072071	330814	-0.50209824	0.000405937	0.006091825
Snx4	ENSMUSG00000022808	SNX4	ENSG00000114520	69150	0.441714811	0.001468202	0.013214995
Mad2l1	ENSMUSG00000029910	MAD2L1	ENSG00000164109	56150	0.893928937	2.11e-05	0.001090875
Ddx39	ENSMUSG00000005481	DDX39A	ENSG00000123136	68278	0.386691603	0.007365431	0.037024445
Tmx3	ENSMUSG00000024614	TMX3	ENSG00000166479	67988	0.995726221	7.02e-05	0.002257073
Cdcp1	ENSMUSG00000035498	CDCP1	ENSG00000163814	109332	0.890865105	0.000457759	0.006541075
Cdc42ep5	ENSMUSG00000063838	CDC42EP5	ENSG00000167617	58804	-0.661865299	0.000676786	0.008172197
Scap	ENSMUSG00000032485	SCAP	ENSG00000114650	235623	-0.577294834	0.001641994	0.01418505
Hdac2	ENSMUSG00000019777	HDAC2	ENSG00000196591	15182	0.940265087	3.04e-06	0.0003497
Psmb1	ENSMUSG00000014769	PSMB1	ENSG00000008018	19170	0.327602083	0.006276385	0.033367372
Pfdn4	ENSMUSG00000052033	PFDN4	ENSG00000101132	109054	1.246663687	1.4e-06	0.000225244
Kpna4	ENSMUSG00000027782	KPNA4	ENSG00000186432	16649	0.773078864	0.000182521	0.003964311
Capns1	ENSMUSG00000001794	CAPNS1	ENSG00000126247	12336	-0.494727579	0.001323738	0.012525452
Psmd6	ENSMUSG00000021737	PSMD6	ENSG00000163636	66413	0.511951772	0.005330108	0.030144156
Sf3a1	ENSMUSG00000002129	SF3A1	ENSG00000099995	67465	-0.409786911	0.005226122	0.029660351
Slc25a23	ENSMUSG00000046329	SLC25A23	ENSG00000125648	66972	-0.655601028	0.000536919	0.007138387
Emilin1	ENSMUSG00000029163	EMILIN1	ENSG00000138080	100952	-0.529934382	0.005760301	0.031357957
Eif4e	ENSMUSG00000028156	EIF4E	ENSG00000151247	13684	0.561046696	0.000189133	0.004018178
1700037H04Rik	ENSMUSG00000027327	C20orf27	ENSG00000101220	67326	-0.510833232	0.00624184	0.03325313
Ablim3	ENSMUSG00000032735	ABLIM3	ENSG00000173210	319713	-0.542442817	0.004303912	0.025998955
Mapre1	ENSMUSG00000027479	MAPRE1	ENSG00000101367	13589	0.493587522	0.001832064	0.015090735
Sirt6	ENSMUSG00000034748	SIRT6	ENSG00000077463	50721	-0.792553225	0.000155642	0.003606023
Calm2	ENSMUSG00000036438	CALM2	ENSG00000143933	12314	0.78004332	3.3e-05	0.001458371
Ppid	ENSMUSG00000027804	PPID	ENSG00000171497	67738	0.893800457	4.19e-05	0.001701591
Mmadhc	ENSMUSG00000026766	MMADHC	ENSG00000168288	109129	0.605859474	0.000811848	0.009168919
Itgb1bp1	ENSMUSG00000062352	ITGB1BP1	ENSG00000119185	16413	0.411692795	0.008755266	0.041439383
Rnf123	ENSMUSG00000041528	RNF123	ENSG00000164068	84585	-0.543566074	0.007523204	0.037549324
Ncl	ENSMUSG00000026234	NCL	ENSG00000115053	17975	0.529721746	0.002510317	0.018448978
Foxk1	ENSMUSG00000056493	FOXK1	ENSG00000164916	17425	-0.53189329	0.000295372	0.005287584
Pth1r	ENSMUSG00000032492	PTH1R	ENSG00000160801	19228	-0.532032232	0.005178462	0.029523786
Tdp2	ENSMUSG00000035958	TDP2	ENSG00000111802	56196	0.701983779	0.002304573	0.017404089
Ubxn4	ENSMUSG00000026353	UBXN4	ENSG00000144224	67812	0.466905052	0.002849238	0.020011058
Sema3f	ENSMUSG00000034684	SEMA3F	ENSG00000001617	20350	-0.48347424	0.009703634	0.044651786
S1pr2	ENSMUSG00000043895	S1PR2	ENSG00000267534	14739	-0.579225176	0.000389767	0.00597113
Ncoa6	ENSMUSG00000038369	NCOA6	ENSG00000198646	56406	-0.315182755	0.004880468	0.028370219
Pex13	ENSMUSG00000020283	PEX13	ENSG00000162928	72129	0.610849131	0.001598391	0.013919478
Cnot6	ENSMUSG00000020362	CNOT6	ENSG00000113300	104625	0.744777245	0.000158567	0.003653706
Id1	ENSMUSG00000042745	ID1	ENSG00000125968	15901	-0.590649125	0.001526176	0.013541957
Ereg	ENSMUSG00000029377	EREG	ENSG00000124882	13874	0.766450497	0.001661752	0.014279306
Rhoq	ENSMUSG00000024143	RHOQ	ENSG00000119729	104215	0.458734717	0.009769532	0.044899969
Tmem108	ENSMUSG00000042757	TMEM108	ENSG00000144868	81907	-0.636958053	0.00308566	0.021006365
Dot1l	ENSMUSG00000061589	DOT1L	ENSG00000104885	208266	-0.562866147	0.001795624	0.014978245
Ncapg	ENSMUSG00000015880	NCAPG	ENSG00000109805	54392	0.699883808	0.000318248	0.005445999
Eef1e1	ENSMUSG00000001707	EEF1E1-BLOC1S5	ENSG00000265818	66143	0.720207023	5.23e-05	0.001856207
Eef1e1	ENSMUSG00000001707	EEF1E1	ENSG00000124802	66143	0.720207023	5.23e-05	0.001856207
Homer3	ENSMUSG00000003573	HOMER3	ENSG00000051128	26558	-0.645262643	0.000398593	0.006056886
